"","gene_oid","Locus.Tag","Gene.Symbol","Product.Name","DNA.Seq.Length","AA.Seq.Length","Genome","Enzymes","COGs","COG.Categories","Pfams","TIGRfams","Signal.Peptide","Transmembrane.Helices","Kegg.Category","modulekey"
"2290",2595238039,"TH00941DRAFT_01004",NA,"succinate dehydrogenase and fumarate reductase iron-sulfur protein",705,234,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.941.v2","EC:1.3.5.1","COG0479","C","pfam13085 pfam13183","TIGR00384","No","No","Carbon fixation - prokaryotic","M00065"
"2291",2595238052,"TH00941DRAFT_01017",NA,"acetyl-CoA carboxylase, carboxyl transferase, beta subunit",888,295,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.941.v2","EC:6.4.1.2","COG0777","I","pfam01039","TIGR00515","No","No","Carbon fixation - prokaryotic","M00002"
"2292",2595238080,"TH00941DRAFT_01045",NA,"aconitase (EC 4.2.1.3)",2586,861,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.941.v2","EC:4.2.1.3 EC:4.2.1.99","COG1049","C","pfam00330 pfam06434 pfam11791","TIGR00117","No","No","Carbon fixation - prokaryotic","M00001"
"2293",2595238306,"TH00941DRAFT_01272",NA,"succinate dehydrogenase subunit C (EC 1.3.5.1)",420,139,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.941.v2","","COG2009","C","pfam01127","TIGR02970","No","Yes","Carbon fixation - prokaryotic",NA
"2294",2595238308,"TH00941DRAFT_01274",NA,"malate dehydrogenase",990,329,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.941.v2","EC:1.1.1.37","COG0039","C","pfam00056 pfam02866","TIGR01759","No","No","Carbon fixation - prokaryotic","M00345"
"2295",2595238545,"TH00941DRAFT_01511",NA,"isocitrate dehydrogenase, NADP-dependent, monomeric type",2241,746,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.941.v2","EC:1.1.1.42","COG2838","C","pfam03971","TIGR00178","No","No","Carbon fixation - prokaryotic","M00344"
"2296",2583055025,"TH944DRAFT_00141",NA,"aconitase (EC 4.2.1.3)",2403,801,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:4.2.1.3 EC:4.2.1.99","COG1049","C","pfam00330 pfam06434 pfam11791","TIGR00117","No","No","Carbon fixation - prokaryotic","M00001"
"2297",2583055121,"TH944DRAFT_00237",NA,"acetyl-CoA carboxylase carboxyltransferase subunit alpha",972,323,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:6.4.1.2","COG0825","I","pfam03255","TIGR00513","No","No","Carbon fixation - prokaryotic","M00002"
"2298",2583055143,"TH944DRAFT_00259",NA,"vinylacetyl-CoA delta-isomerase (EC 5.3.3.3)/4-hydroxybutyryl-CoA dehydratase (EC 4.2.1.-)",1590,529,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:4.2.1.120 EC:5.3.3.3","COG2368","Q","pfam03241 pfam11794","","No","No","Carbon fixation - prokaryotic",""
"2299",2583055405,"TH944DRAFT_00521",NA,"isocitrate dehydrogenase, NADP-dependent, monomeric type",2238,745,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:1.1.1.42","COG2838","C","pfam03971","TIGR00178","No","No","Carbon fixation - prokaryotic","M00344"
"2300",2583055641,"TH944DRAFT_00758",NA,"phosphoenolpyruvate synthase (EC 2.7.9.2)",2397,798,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:2.7.9.2","COG0574","G","pfam00391 pfam01326 pfam02896","TIGR01418","No","No","Carbon fixation - prokaryotic","M00375"
"2301",2583055695,"TH944DRAFT_00812",NA,"Aerobic-type carbon monoxide dehydrogenase, middle subunit CoxM/CutM homologs",861,286,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:1.2.99.2","COG1319","C","pfam00941 pfam03450","","No","No","Carbon fixation - prokaryotic",NA
"2302",2583055696,"TH944DRAFT_00813",NA,"Aerobic-type carbon monoxide dehydrogenase, small subunit CoxS/CutS homologs",480,159,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:1.2.99.2","COG2080","C","pfam00111 pfam01799","","No","No","Carbon fixation - prokaryotic",NA
"2303",2583055697,"TH944DRAFT_00814",NA,"Aerobic-type carbon monoxide dehydrogenase, large subunit CoxL/CutL homologs",2400,799,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:1.2.99.2","COG1529","C","pfam01315 pfam02738","","No","No","Carbon fixation - prokaryotic",NA
"2304",2583055840,"TH944DRAFT_00957",NA,"3-hydroxyacyl-CoA dehydrogenase",2454,817,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:1.1.1.35","COG1250","I","pfam00378 pfam00725 pfam02737","","No","No","Carbon fixation - prokaryotic","M00108"
"2305",2583055841,"TH944DRAFT_00958",NA,"Aerobic-type carbon monoxide dehydrogenase, large subunit CoxL/CutL homologs",2247,748,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:1.2.99.2","COG1529","C","pfam01315 pfam02738","","No","No","Carbon fixation - prokaryotic",NA
"2306",2583055928,"TH944DRAFT_01045",NA,"acetyl-CoA carboxylase, biotin carboxylase subunit",1365,454,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:6.3.4.14 EC:6.4.1.2","COG0439","I","pfam00289 pfam02785 pfam02786","TIGR00514","No","No","Carbon fixation - prokaryotic","M00002"
"2307",2583055929,"TH944DRAFT_01046",NA,"acetyl-CoA carboxylase, biotin carboxyl carrier protein",462,153,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","","COG0511","I","pfam00364","TIGR00531","No","No","Carbon fixation - prokaryotic",NA
"2308",2583055943,"TH944DRAFT_01060",NA,"succinyl-CoA synthetase (ADP-forming) beta subunit (EC 6.2.1.5)",1170,389,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:6.2.1.5","COG0045","C","pfam00549 pfam08442","TIGR01016","No","No","Carbon fixation - prokaryotic","M00356"
"2309",2583055944,"TH944DRAFT_01061",NA,"succinyl-CoA synthetase, alpha subunit",894,297,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:6.2.1.5","COG0074","C","pfam00549 pfam02629","TIGR01019","No","No","Carbon fixation - prokaryotic","M00356"
"2310",2583055974,"TH944DRAFT_01091",NA,"5,10-methylenetetrahydrofolate reductase (NAD(P)) (EC 1.5.1.20)",837,278,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:1.5.1.20","COG0685","E","pfam02219","TIGR00676","No","No","Carbon fixation - prokaryotic","M00377"
"2311",2583055978,"TH944DRAFT_01095",NA,"Aerobic-type carbon monoxide dehydrogenase, small subunit CoxS/CutS homologs",531,176,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:1.2.99.2","COG2080","C","pfam00111 pfam01799","","No","No","Carbon fixation - prokaryotic",NA
"2312",2583055979,"TH944DRAFT_01096",NA,"Aerobic-type carbon monoxide dehydrogenase, middle subunit CoxM/CutM homologs",873,290,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:1.2.99.2","COG1319","C","pfam00941 pfam03450","","No","No","Carbon fixation - prokaryotic",NA
"2313",2583056027,"TH944DRAFT_01144",NA,"3-oxoadipyl-CoA thiolase",1203,400,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:2.3.1.9","COG0183","I","pfam00108 pfam02803","TIGR02430 TIGR01930","No","No","Carbon fixation - prokaryotic","M00309"
"2314",2583056058,"TH944DRAFT_01175",NA,"acetyl-coenzyme A synthetase (EC 6.2.1.1)",1629,542,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:6.2.1.1","COG0365","I","pfam00501 pfam13193","TIGR02188","No","Yes","Carbon fixation - prokaryotic","M00357"
"2315",2583056060,"TH944DRAFT_01177",NA,"fumarase, class I, homodimeric (EC 4.2.1.2)",1524,507,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:4.2.1.2","COG1951","C","pfam05681 pfam05683","TIGR00722 TIGR00723","No","No","Carbon fixation - prokaryotic","M00174"
"2316",2583056162,"TH944DRAFT_01279",NA,"acetyl-CoA carboxylase, biotin carboxylase subunit",2037,678,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:6.4.1.3","COG4770","I","pfam00289 pfam00364 pfam02785 pfam02786","TIGR00514","No","No","Carbon fixation - prokaryotic","M00307"
"2317",2583056163,"TH944DRAFT_01280",NA,"Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)",1533,510,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:6.4.1.3","COG4799","I","pfam01039","","No","No","Carbon fixation - prokaryotic","M00307"
"2318",2583056165,"TH944DRAFT_01282",NA,"methylmalonyl-CoA mutase C-terminal domain/methylmalonyl-CoA mutase N-terminal domain",2184,727,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:5.4.99.2","COG1884","I","pfam01642 pfam02310","TIGR00641 TIGR00640","No","No","Carbon fixation - prokaryotic","M00530"
"2319",2583056288,"TH944DRAFT_01405",NA,"acetyl-CoA acetyltransferases",1185,394,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:2.3.1.9","COG0183","I","pfam00108 pfam02803","TIGR01930","No","No","Carbon fixation - prokaryotic","M00309"
"2320",2583056569,"TH944DRAFT_01686",NA,"malate dehydrogenase",990,329,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:1.1.1.37","COG0039","C","pfam00056 pfam02866","TIGR01759","No","No","Carbon fixation - prokaryotic","M00345"
"2321",2583056571,"TH944DRAFT_01688",NA,"succinate dehydrogenase subunit C (EC 1.3.5.1)",420,139,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","","COG2009","C","pfam01127","TIGR02970","No","Yes","Carbon fixation - prokaryotic",NA
"2322",2583056572,"TH944DRAFT_01689",NA,"succinate dehydrogenase subunit D (EC 1.3.5.1)",366,121,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","","COG2142","C","pfam01127","TIGR02968","No","Yes","Carbon fixation - prokaryotic",NA
"2323",2583056573,"TH944DRAFT_01690",NA,"succinate dehydrogenase subunit A (EC 1.3.5.1)",1779,592,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:1.3.5.1","COG1053","C","pfam00890 pfam02910","TIGR01816 TIGR01812","No","No","Carbon fixation - prokaryotic","M00065"
"2324",2583056574,"TH944DRAFT_01691",NA,"succinate dehydrogenase and fumarate reductase iron-sulfur protein",705,234,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:1.3.5.1","COG0479","C","pfam13085 pfam13183","TIGR00384","No","No","Carbon fixation - prokaryotic","M00065"
"2325",2583056587,"TH944DRAFT_01704",NA,"acetyl-CoA carboxylase carboxyltransferase subunit alpha",888,295,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.944","EC:6.4.1.2","COG0777","I","pfam01039","TIGR00515","No","No","Carbon fixation - prokaryotic","M00002"
"2326",2583057106,"TH953DRAFT_00286",NA,"phosphoenolpyruvate synthase (EC 2.7.9.2)",2373,790,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.953","EC:2.7.9.2","COG0574","G","pfam00391 pfam01326 pfam02896","TIGR01418","No","No","Carbon fixation - prokaryotic","M00375"
"2327",2583057334,"TH953DRAFT_00514",NA,"Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases",1647,548,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.953","EC:6.2.1.1","COG0365","I","pfam00501 pfam13193","","No","No","Carbon fixation - prokaryotic","M00357"
"2328",2583057335,"TH953DRAFT_00515",NA,"fumarase, class I, homodimeric (EC 4.2.1.2)",1518,505,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.953","EC:4.2.1.2","COG1951","C","pfam05681 pfam05683","TIGR00722 TIGR00723","No","No","Carbon fixation - prokaryotic","M00174"
"2329",2583057403,"TH953DRAFT_00583",NA,"5,10-methylenetetrahydrofolate reductase (NAD(P)) (EC 1.5.1.20)",876,291,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.953","EC:1.5.1.20","COG0685","E","pfam02219","TIGR00676","No","No","Carbon fixation - prokaryotic","M00377"
"2330",2583057463,"TH953DRAFT_00645",NA,"Phosphoenolpyruvate carboxylase, type 1 (EC 4.1.1.31)",2748,915,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.953","EC:4.1.1.31","COG2352","C","pfam00311","","No","No","Carbon fixation - prokaryotic","M00173"
"2331",2583057651,"TH953DRAFT_00834",NA,"acetyl-CoA carboxylase, biotin carboxylase subunit",1350,449,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.953","EC:6.3.4.14 EC:6.4.1.2","COG0439","I","pfam00289 pfam02785 pfam02786","TIGR00514","No","No","Carbon fixation - prokaryotic","M00002"
"2332",2583057652,"TH953DRAFT_00835",NA,"biotin carboxyl carrier protein",465,154,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.953","","COG0511","I","pfam00364","TIGR00531","No","No","Carbon fixation - prokaryotic",NA
"2333",2583057782,"TH953DRAFT_00965",NA,"isocitrate dehydrogenase (NADP) (EC 1.1.1.42)",1239,412,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.953","EC:1.1.1.42","COG0538","C","pfam00180","TIGR00183","No","No","Carbon fixation - prokaryotic","M00344"
"2334",2583057930,"TH953DRAFT_01113",NA,"oxaloacetate decarboxylase alpha subunit",1845,614,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.953","EC:6.4.1.1","COG5016","C","pfam00364 pfam00682 pfam02436","TIGR01108","No","No","Carbon fixation - prokaryotic","M00374"
"2335",2583057931,"TH953DRAFT_01114",NA,"acetyl-CoA carboxylase, biotin carboxylase subunit",1419,472,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.953","EC:6.4.1.1","COG4770","I","pfam00289 pfam02785 pfam02786","TIGR00514","No","No","Carbon fixation - prokaryotic","M00374"
"2336",2583058049,"TH953DRAFT_01232",NA,"acetyl-CoA carboxylase carboxyltransferase subunit alpha",867,288,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.953","EC:6.4.1.2","COG0777","I","pfam01039","TIGR00515","No","No","Carbon fixation - prokaryotic","M00002"
"2337",2583058187,"TH953DRAFT_01370",NA,"succinyl-CoA synthetase (ADP-forming) alpha subunit (EC 6.2.1.5)",885,294,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.953","EC:6.2.1.5","COG0074","C","pfam00549 pfam02629","TIGR01019","No","No","Carbon fixation - prokaryotic","M00356"
"2338",2583058188,"TH953DRAFT_01371",NA,"succinyl-CoA synthetase, beta subunit",1164,387,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.953","EC:6.2.1.5","COG0045","C","pfam00549 pfam08442","TIGR01016","No","No","Carbon fixation - prokaryotic","M00356"
"2339",2583058271,"TH953DRAFT_01454",NA,"acetyl-CoA carboxylase carboxyltransferase subunit alpha",990,329,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.953","EC:6.4.1.2","COG0825","I","pfam03255","TIGR00513","No","No","Carbon fixation - prokaryotic","M00002"
"2340",2583058280,"TH953DRAFT_01463",NA,"acetyl-coenzyme A synthetase (EC 6.2.1.1)",1965,654,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.953","EC:6.2.1.1","COG0365","I","pfam00501 pfam13193","TIGR02188","No","No","Carbon fixation - prokaryotic","M00357"
"2341",2583058351,"TH953DRAFT_01534",NA,"5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase",855,284,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.953","EC:1.5.1.5 EC:3.5.4.9","COG0190","H","pfam00763 pfam02882","","No","No","Carbon fixation - prokaryotic",""
"2342",2583060545,"TH9906DRAFT_00193",NA,"Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases",1509,503,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.9906","EC:6.2.1.1","COG0365","I","pfam00501","","No","No","Carbon fixation - prokaryotic","M00357"
"2343",2583060706,"TH9906DRAFT_00354",NA,"methylmalonyl-CoA mutase (EC 5.4.99.2)",1581,526,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.9906","EC:5.4.99.2","COG1884","I","pfam01642","TIGR00641","No","No","Carbon fixation - prokaryotic","M00530"
"2344",2583060736,"TH9906DRAFT_00384",NA,"acetyl-CoA acetyltransferases",1209,402,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.9906","EC:2.3.1.9","COG0183","I","pfam00108 pfam02803","TIGR01930","No","No","Carbon fixation - prokaryotic","M00309"
"2345",2583060775,"TH9906DRAFT_00423",NA,"malate dehydrogenase",990,329,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.9906","EC:1.1.1.37","COG0039","C","pfam00056 pfam02866","TIGR01759","No","No","Carbon fixation - prokaryotic","M00345"
"2346",2583060776,"TH9906DRAFT_00424",NA,"isocitrate dehydrogenase (NADP) (EC 1.1.1.42)",1197,398,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.9906","EC:1.1.1.42","COG0538","C","pfam00180","TIGR00183","No","No","Carbon fixation - prokaryotic","M00344"
"2347",2583060777,"TH9906DRAFT_00425",NA,"5,10-methylenetetrahydrofolate reductase (NAD(P)) (EC 1.5.1.20)",837,278,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.9906","EC:1.5.1.20","COG0685","E","pfam02219","","No","No","Carbon fixation - prokaryotic","M00377"
"2348",2583060863,"TH9906DRAFT_00511",NA,"acetyl-CoA acetyltransferases",1179,392,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.9906","EC:2.3.1.9","COG0183","I","pfam00108 pfam02803","TIGR01930","No","No","Carbon fixation - prokaryotic","M00309"
"2349",2583060923,"TH9906DRAFT_00571",NA,"acetyl-coenzyme A synthetase (EC 6.2.1.1)",1971,656,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.9906","EC:6.2.1.1","COG0365","I","pfam00501 pfam13193","TIGR02188","No","No","Carbon fixation - prokaryotic","M00357"
"2350",2583061065,"TH9906DRAFT_00713",NA,"methylmalonyl-CoA epimerase (EC 5.1.99.1)",414,137,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.9906","EC:5.1.99.1","COG0346","E","pfam13669","TIGR03081","No","No","Carbon fixation - prokaryotic","M00358"
"2351",2583061066,"TH9906DRAFT_00714",NA,"Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)",1545,514,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.9906","EC:6.4.1.3","COG4799","I","pfam01039","","No","No","Carbon fixation - prokaryotic","M00307"
"2352",2583061151,"TH9906DRAFT_00799",NA,"methylmalonyl-CoA epimerase (EC 5.1.99.1)",447,148,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.9906","EC:5.1.99.1","","","pfam13669","","No","No","Carbon fixation - prokaryotic","M00358"
"2353",2583061188,"TH9906DRAFT_00836",NA,"Methylmalonyl-CoA mutase, C-terminal domain/subunit (cobalamin-binding)",411,136,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.9906","EC:5.4.99.2","COG2185","I","pfam02310","TIGR00640","No","No","Carbon fixation - prokaryotic","M00530"
"2354",2583061189,"TH9906DRAFT_00837",NA,"succinyl-CoA synthetase, beta subunit",1143,380,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.9906","EC:6.2.1.5","COG0045","C","pfam00549 pfam08442","TIGR01016","No","No","Carbon fixation - prokaryotic","M00356"
"2355",2583061190,"TH9906DRAFT_00838",NA,"succinyl-CoA synthetase (ADP-forming) alpha subunit (EC 6.2.1.5)",885,294,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.9906","EC:6.2.1.5","COG0074","C","pfam00549 pfam02629","TIGR01019","No","No","Carbon fixation - prokaryotic","M00356"
"2356",2595258924,"TE01800DRAFT_00351",NA,"aconitate hydratase 1",2742,913,"Composite genome from Trout Bog Epilimnion pan-assembly TBepi.metabat.1800.v2","EC:4.2.1.3","COG1048","C","pfam00330 pfam00694","TIGR01341","No","No","Carbon fixation - prokaryotic","M00001"
"2357",2595258945,"TE01800DRAFT_00372",NA,"acetate--CoA ligase",1926,641,"Composite genome from Trout Bog Epilimnion pan-assembly TBepi.metabat.1800.v2","EC:6.2.1.1","COG0365","I","pfam00501 pfam13193","TIGR02188 TIGR01217","No","No","Carbon fixation - prokaryotic","M00357"
