"SAMPLE","PWY_NAME","PWY_COMMON_NAME","RXN","ORF","coverage"
"m2582580556","PWY-3781","aerobic respiration I (cytochrome c)","1.10.2.2-RXN","m2582580556_192_8",100
"m2582580556","PWY-3781","aerobic respiration I (cytochrome c)","CYTOCHROME-C-OXIDASE-RXN","m2582580556_126_1",100
"m2582580556","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","QUINOLINATE-SYNTHA-RXN","m2582580556_194_11",100
"m2582580556","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","QUINOPRIBOTRANS-RXN","m2582580556_202_0",100
"m2582580556","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","NICONUCADENYLYLTRAN-RXN","m2582580556_104_4",100
"m2582580556","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","NAD-SYNTH-GLN-RXN","m2582580556_188_5",100
"m2582580556","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","L-ASPARTATE-OXID-RXN","m2582580556_102_20",100
"m2582580556","PWY-5851","demethylmenaquinol-9 biosynthesis","RXN-9204","m2582580556_85_14",100
"m2582580556","PWY-5851","demethylmenaquinol-9 biosynthesis","RXN-9204","m2582580556_85_16",100
"m2582580556","PWY-5653","NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde","NICONUCADENYLYLTRAN-RXN","m2582580556_104_4",75
"m2582580556","PWY-5653","NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde","QUINOPRIBOTRANS-RXN","m2582580556_202_0",75
"m2582580556","PWY-5653","NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde","NAD-SYNTH-GLN-RXN","m2582580556_188_5",75
"m2582580556","PWY-5891","menaquinol-11 biosynthesis","RXN-9359","m2582580556_85_14",100
"m2582580556","PWY-5891","menaquinol-11 biosynthesis","RXN-9359","m2582580556_85_16",100
"m2582580556","PWY-5891","menaquinol-11 biosynthesis","RXN-9362","m2582580556_118_12",100
"m2582580556","PWY-5895","menaquinol-13 biosynthesis","RXN-9366","m2582580556_118_12",100
"m2582580556","PWY-5895","menaquinol-13 biosynthesis","RXN-9365","m2582580556_85_14",100
"m2582580556","PWY-5895","menaquinol-13 biosynthesis","RXN-9365","m2582580556_85_16",100
"m2582580556","TRPSYN-PWY","L-tryptophan biosynthesis","ANTHRANSYN-RXN","m2582580556_55_9",100
"m2582580556","TRPSYN-PWY","L-tryptophan biosynthesis","PRAISOM-RXN","m2582580556_59_7",100
"m2582580556","TRPSYN-PWY","L-tryptophan biosynthesis","ANTHRANSYN-RXN","m2582580556_55_3",100
"m2582580556","TRPSYN-PWY","L-tryptophan biosynthesis","PRTRANS-RXN","m2582580556_55_2",100
"m2582580556","TRPSYN-PWY","L-tryptophan biosynthesis","RXN0-2382","m2582580556_254_2",100
"m2582580556","TRPSYN-PWY","L-tryptophan biosynthesis","RXN0-2382","m2582580556_59_6",100
"m2582580556","TRPSYN-PWY","L-tryptophan biosynthesis","RXN0-2382","m2582580556_59_5",100
"m2582580556","TRPSYN-PWY","L-tryptophan biosynthesis","RXN0-2382","m2582580556_92_3",100
"m2582580556","TRPSYN-PWY","L-tryptophan biosynthesis","IGPSYN-RXN","m2582580556_55_1",100
"m2582580556","TRPSYN-PWY","L-tryptophan biosynthesis","RXN0-2382","m2582580556_246_6",100
"m2582580556","PWY-5839","menaquinol-7 biosynthesis","RXN-9191","m2582580556_118_12",100
"m2582580556","PWY-5839","menaquinol-7 biosynthesis","RXN-9190","m2582580556_85_16",100
"m2582580556","PWY-5839","menaquinol-7 biosynthesis","RXN-9190","m2582580556_85_14",100
"m2582580556","PWY-5839","menaquinol-7 biosynthesis","RXN-9191","m2582580556_85_15",100
"m2582580556","PWY-5890","menaquinol-10 biosynthesis","RXN-9361","m2582580556_118_12",100
"m2582580556","PWY-5890","menaquinol-10 biosynthesis","RXN-9358","m2582580556_85_14",100
"m2582580556","PWY-5890","menaquinol-10 biosynthesis","RXN-9358","m2582580556_85_16",100
"m2582580556","PWY-6164","3-dehydroquinate biosynthesis I","DAHPSYN-RXN","m2582580556_93_10",100
"m2582580556","PWY-6164","3-dehydroquinate biosynthesis I","3-DEHYDROQUINATE-SYNTHASE-RXN","m2582580556_157_8",100
"m2582580556","PWY-6164","3-dehydroquinate biosynthesis I","DAHPSYN-RXN","m2582580556_68_8",100
"m2582580556","PWY-6700","queuosine biosynthesis","RXN0-4022","m2582580556_93_1",75
"m2582580556","PWY-6700","queuosine biosynthesis","RXN0-1321","m2582580556_220_9",75
"m2582580556","PWY-6700","queuosine biosynthesis","RXN0-1342","m2582580556_220_10",75
"m2582580556","TYRSYN","L-tyrosine biosynthesis I","TYROSINE-AMINOTRANSFERASE-RXN","m2582580556_120_4",100
"m2582580556","TYRSYN","L-tyrosine biosynthesis I","CHORISMATEMUT-RXN","m2582580556_120_3",100
"m2582580556","TYRSYN","L-tyrosine biosynthesis I","PREPHENATEDEHYDROG-RXN","m2582580556_120_6",100
"m2582580556","TYRSYN","L-tyrosine biosynthesis I","TYROSINE-AMINOTRANSFERASE-RXN","m2582580556_227_2",100
"m2582580556","TYRSYN","L-tyrosine biosynthesis I","PREPHENATEDEHYDROG-RXN","m2582580556_120_5",100
"m2582580556","PWY0-1319","CDP-diacylglycerol biosynthesis II","GLYC3PDEHYDROGBIOSYN-RXN","m2582580556_171_14",75
"m2582580556","PWY0-1319","CDP-diacylglycerol biosynthesis II","CDPDIGLYSYN-RXN","m2582580556_148_16",75
"m2582580556","PWY0-1319","CDP-diacylglycerol biosynthesis II","RXN-10462","m2582580556_258_2",75
"m2582580556","PWY-7183","pyrimidine nucleobases salvage I","URACIL-PRIBOSYLTRANS-RXN","m2582580556_36_4",100
"m2582580556","HISTSYN-PWY","L-histidine biosynthesis","ATPPHOSPHORIBOSYLTRANS-RXN","m2582580556_31_1",80
"m2582580556","HISTSYN-PWY","L-histidine biosynthesis","HISTALDEHYD-RXN","m2582580556_42_2",80
"m2582580556","HISTSYN-PWY","L-histidine biosynthesis","HISTPRATPHYD-RXN","m2582580556_103_6",80
"m2582580556","HISTSYN-PWY","L-histidine biosynthesis","HISTCYCLOHYD-RXN","m2582580556_103_7",80
"m2582580556","HISTSYN-PWY","L-histidine biosynthesis","ATPPHOSPHORIBOSYLTRANS-RXN","m2582580556_42_3",80
"m2582580556","HISTSYN-PWY","L-histidine biosynthesis","HISTAMINOTRANS-RXN","m2582580556_42_1",80
"m2582580556","HISTSYN-PWY","L-histidine biosynthesis","PRIBFAICARPISOM-RXN","m2582580556_103_9",80
"m2582580556","HISTSYN-PWY","L-histidine biosynthesis","IMIDPHOSDEHYD-RXN","m2582580556_42_0",80
"m2582580556","HISTSYN-PWY","L-histidine biosynthesis","IMIDPHOSDEHYD-RXN","m2582580556_103_11",80
"m2582580556","PWY-5177","glutaryl-CoA degradation","RXN-11662","m2582580556_35_4",100
"m2582580556","PWY-5177","glutaryl-CoA degradation","RXN-11662","m2582580556_78_4",100
"m2582580556","PWY-5177","glutaryl-CoA degradation","RXN-11662","m2582580556_257_6",100
"m2582580556","PWY-5177","glutaryl-CoA degradation","RXN-11662","m2582580556_43_3",100
"m2582580556","PWY-5177","glutaryl-CoA degradation","RXN-11667","m2582580556_185_12",100
"m2582580556","PWY-5177","glutaryl-CoA degradation","ACETYL-COA-ACETYLTRANSFER-RXN","m2582580556_43_4",100
"m2582580556","PWY-5177","glutaryl-CoA degradation","RXN-11662","m2582580556_97_2",100
"m2582580556","PWY-5177","glutaryl-CoA degradation","RXN-11662","m2582580556_168_0",100
"m2582580556","PWY-5177","glutaryl-CoA degradation","GLUTARYL-COA-DEHYDROG-RXN","m2582580556_133_4",100
"m2582580556","PWY-5177","glutaryl-CoA degradation","ACETYL-COA-ACETYLTRANSFER-RXN","m2582580556_46_0",100
"m2582580556","PWY-5686","UMP biosynthesis","DIHYDROOROT-RXN","m2582580556_182_2",83.3333333333333
"m2582580556","PWY-5686","UMP biosynthesis","CARBPSYN-RXN","m2582580556_34_23",83.3333333333333
"m2582580556","PWY-5686","UMP biosynthesis","CARBPSYN-RXN","m2582580556_34_21",83.3333333333333
"m2582580556","PWY-5686","UMP biosynthesis","OROTPDECARB-RXN","m2582580556_196_14",83.3333333333333
"m2582580556","PWY-5686","UMP biosynthesis","ASPCARBTRANS-RXN","m2582580556_36_5",83.3333333333333
"m2582580556","PWY-5686","UMP biosynthesis","DIHYDROOROT-RXN","m2582580556_36_6",83.3333333333333
"m2582580556","PWY-5686","UMP biosynthesis","OROPRIBTRANS-RXN","m2582580556_221_11",83.3333333333333
"m2582580556","SAM-PWY","S-adenosyl-L-methionine biosynthesis","S-ADENMETSYN-RXN","m2582580556_250_2",100
"m2582580556","SAM-PWY","S-adenosyl-L-methionine biosynthesis","S-ADENMETSYN-RXN","m2582580556_63_11",100
"m2582580556","PROSYN-PWY","L-proline biosynthesis I","GLUTKIN-RXN","m2582580556_267_3",75
"m2582580556","PROSYN-PWY","L-proline biosynthesis I","GLUTSEMIALDEHYDROG-RXN","m2582580556_288_1",75
"m2582580556","PROSYN-PWY","L-proline biosynthesis I","PYRROLINECARBREDUCT-RXN","m2582580556_36_10",75
"m2582580556","PWY-5344","L-homocysteine biosynthesis","ACETYLHOMOSER-CYS-RXN","m2582580556_237_14",100
"m2582580556","PWY-5344","L-homocysteine biosynthesis","ACETYLHOMOSER-CYS-RXN","m2582580556_145_12",100
"m2582580556","PWY-5344","L-homocysteine biosynthesis","HOMOSERINE-O-ACETYLTRANSFERASE-RXN","m2582580556_60_8",100
"m2582580556","PWY-5344","L-homocysteine biosynthesis","HOMOSERINE-O-ACETYLTRANSFERASE-RXN","m2582580556_60_7",100
"m2582580556","PWY-5344","L-homocysteine biosynthesis","ACETYLHOMOSER-CYS-RXN","m2582580556_228_17",100
"m2582580556","PWY-5344","L-homocysteine biosynthesis","ACETYLHOMOSER-CYS-RXN","m2582580556_113_6",100
"m2582580556","PHESYN","L-phenylalanine biosynthesis I","PREPHENATEDEHYDRAT-RXN","m2582580556_241_7",100
"m2582580556","PHESYN","L-phenylalanine biosynthesis I","CHORISMATEMUT-RXN","m2582580556_120_3",100
"m2582580556","PHESYN","L-phenylalanine biosynthesis I","PHEAMINOTRANS-RXN","m2582580556_120_4",100
"m2582580556","PHESYN","L-phenylalanine biosynthesis I","PHEAMINOTRANS-RXN","m2582580556_227_2",100
"m2582580556","ALADEG-PWY","L-alanine degradation I","ALARACECAT-RXN","m2582580556_201_2",100
"m2582580556","ALADEG-PWY","L-alanine degradation I","DALADEHYDROG-RXN","m2582580556_249_5",100
"m2582580556","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","PRPPAMIDOTRANS-RXN","m2582580556_59_0",80
"m2582580556","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","FGAMSYN-RXN","m2582580556_193_4",80
"m2582580556","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","GARTRANSFORMYL2-RXN","m2582580556_77_14",80
"m2582580556","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","FGAMSYN-RXN","m2582580556_201_9",80
"m2582580556","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","AIRS-RXN","m2582580556_245_2",80
"m2582580556","CYSTSYN-PWY","L-cysteine biosynthesis I","SERINE-O-ACETTRAN-RXN","m2582580556_242_3",100
"m2582580556","CYSTSYN-PWY","L-cysteine biosynthesis I","ACSERLY-RXN","m2582580556_159_2",100
"m2582580556","CYSTSYN-PWY","L-cysteine biosynthesis I","ACSERLY-RXN","m2582580556_202_4",100
"m2582580556","PWY0-1021","L-alanine biosynthesis III","RXN0-308","m2582580556_206_2",100
"m2582580556","PWY0-1021","L-alanine biosynthesis III","RXN0-308","m2582580556_206_1",100
"m2582580556","PWY0-1021","L-alanine biosynthesis III","RXN0-308","m2582580556_35_1",100
"m2582580556","PWY-4984","urea cycle","ORNCARBAMTRANSFER-RXN","m2582580556_28_6",100
"m2582580556","PWY-4984","urea cycle","RXN-13202","m2582580556_34_21",100
"m2582580556","PWY-4984","urea cycle","RXN-13202","m2582580556_34_23",100
"m2582580556","PWY-4984","urea cycle","ARGSUCCINLYA-RXN","m2582580556_149_3",100
"m2582580556","PWY-4984","urea cycle","ARGSUCCINSYN-RXN","m2582580556_28_7",100
"m2582580556","PWY-4984","urea cycle","ARGINASE-RXN","m2582580556_183_6",100
"m2582580556","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","DADPKIN-RXN","m2582580556_247_7",75
"m2582580556","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","ADPREDUCT-RXN","m2582580556_40_1",75
"m2582580556","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","DADPKIN-RXN","m2582580556_31_15",75
"m2582580556","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","DGDPKIN-RXN","m2582580556_247_7",75
"m2582580556","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","GDPREDUCT-RXN","m2582580556_40_1",75
"m2582580556","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","DGDPKIN-RXN","m2582580556_31_15",75
"m2582580556","PROPIONMET-PWY","propanoyl CoA degradation I","METHYLMALONYL-COA-MUT-RXN","m2582580556_35_14",100
"m2582580556","PROPIONMET-PWY","propanoyl CoA degradation I","PROPIONYL-COA-CARBOXY-RXN","m2582580556_156_0",100
"m2582580556","PROPIONMET-PWY","propanoyl CoA degradation I","METHYLMALONYL-COA-MUT-RXN","m2582580556_17_10",100
"m2582580556","PROPIONMET-PWY","propanoyl CoA degradation I","METHYLMALONYL-COA-EPIM-RXN","m2582580556_248_1",100
"m2582580556","PROPIONMET-PWY","propanoyl CoA degradation I","METHYLMALONYL-COA-MUT-RXN","m2582580556_189_1",100
"m2582580556","PROPIONMET-PWY","propanoyl CoA degradation I","METHYLMALONYL-COA-MUT-RXN","m2582580556_127_19",100
"m2582580556","PROPIONMET-PWY","propanoyl CoA degradation I","METHYLMALONYL-COA-MUT-RXN","m2582580556_17_9",100
"m2582580556","PROPIONMET-PWY","propanoyl CoA degradation I","PROPIONYL-COA-CARBOXY-RXN","m2582580556_9_1",100
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11244","m2582580556_66_0",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11244","m2582580556_240_2",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11246","m2582580556_233_2",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11245","m2582580556_97_2",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11246","m2582580556_28_14",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11244","m2582580556_222_2",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11244","m2582580556_43_5",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11244","m2582580556_222_0",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11244","m2582580556_163_4",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11245","m2582580556_35_4",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11244","m2582580556_205_35",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11245","m2582580556_78_4",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11245","m2582580556_257_6",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11245","m2582580556_43_3",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11246","m2582580556_1_2",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11244","m2582580556_70_5",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11244","m2582580556_1_3",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11244","m2582580556_195_8",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11244","m2582580556_217_4",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","3.1.2.23-RXN","m2582580556_205_22",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11244","m2582580556_46_2",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","3.1.2.23-RXN","m2582580556_180_4",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11244","m2582580556_233_0",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11244","m2582580556_195_2",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11244","m2582580556_28_27",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11246","m2582580556_78_2",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11246","m2582580556_205_34",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11245","m2582580556_168_0",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11246","m2582580556_17_4",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11244","m2582580556_52_7",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11246","m2582580556_28_26",80
"m2582580556","PWY-6435","4-hydroxybenzoate biosynthesis V","RXN-11244","m2582580556_78_1",80
"m2582580556","PWY0-1507","biotin biosynthesis from 8-amino-7-oxononanoate I","2.8.1.6-RXN","m2582580556_38_11",100
"m2582580556","PWY0-1507","biotin biosynthesis from 8-amino-7-oxononanoate I","DETHIOBIOTIN-SYN-RXN","m2582580556_97_30",100
"m2582580556","PWY0-1507","biotin biosynthesis from 8-amino-7-oxononanoate I","DAPASYN-RXN","m2582580556_97_29",100
"m2582580556","GLUTSYN-PWY","L-glutamate biosynthesis I","GLUTAMATESYN-RXN","m2582580556_68_4",100
"m2582580556","GLUTSYN-PWY","L-glutamate biosynthesis I","GLUTAMATESYN-RXN","m2582580556_157_10",100
"m2582580556","GLUTSYN-PWY","L-glutamate biosynthesis I","GLUTAMATESYN-RXN","m2582580556_173_0",100
"m2582580556","GLUTSYN-PWY","L-glutamate biosynthesis I","GLUTAMATESYN-RXN","m2582580556_64_1",100
"m2582580556","GLUTSYN-PWY","L-glutamate biosynthesis I","GLUTAMATESYN-RXN","m2582580556_199_8",100
"m2582580556","GLUTSYN-PWY","L-glutamate biosynthesis I","GLUTAMATESYN-RXN","m2582580556_64_0",100
"m2582580556","GLUTAMINEFUM-PWY","L-glutamine degradation II","GLUTAMATESYN-RXN","m2582580556_173_0",100
"m2582580556","GLUTAMINEFUM-PWY","L-glutamine degradation II","GLUTAMATESYN-RXN","m2582580556_68_4",100
"m2582580556","GLUTAMINEFUM-PWY","L-glutamine degradation II","GLUTAMATESYN-RXN","m2582580556_157_10",100
"m2582580556","GLUTAMINEFUM-PWY","L-glutamine degradation II","GLUTAMATESYN-RXN","m2582580556_64_1",100
"m2582580556","GLUTAMINEFUM-PWY","L-glutamine degradation II","GLUTAMATESYN-RXN","m2582580556_199_8",100
"m2582580556","GLUTAMINEFUM-PWY","L-glutamine degradation II","GLUTAMATESYN-RXN","m2582580556_64_0",100
"m2582580556","PWY-5382","hydrogen oxidation II (aerobic, NAD)","HYDROGEN-DEHYDROGENASE-RXN","m2582580556_116_17",100
"m2582580556","PWY-5382","hydrogen oxidation II (aerobic, NAD)","HYDROGEN-DEHYDROGENASE-RXN","m2582580556_116_14",100
"m2582580556","PWY-5382","hydrogen oxidation II (aerobic, NAD)","HYDROGEN-DEHYDROGENASE-RXN","m2582580556_116_16",100
"m2582580556","PWY-5382","hydrogen oxidation II (aerobic, NAD)","HYDROGEN-DEHYDROGENASE-RXN","m2582580556_116_15",100
"m2582580556","ASPARTATE-DEG1-PWY","L-aspartate degradation I","ASPAMINOTRANS-RXN","m2582580556_200_6",100
"m2582580556","ASPARTATE-DEG1-PWY","L-aspartate degradation I","ASPAMINOTRANS-RXN","m2582580556_29_1",100
"m2582580556","ASPARTATE-DEG1-PWY","L-aspartate degradation I","ASPAMINOTRANS-RXN","m2582580556_218_2",100
"m2582580556","PWY-6964","ammonia assimilation cycle II","GLUTAMATE-SYNTHASE-FERREDOXIN-RXN","m2582580556_202_1",100
"m2582580556","PWY-6964","ammonia assimilation cycle II","GLUTAMINESYN-RXN","m2582580556_194_8",100
"m2582580556","PWY-6758","hydrogen production II","HYDROGEN-DEHYDROGENASE-RXN","m2582580556_116_16",100
"m2582580556","PWY-6758","hydrogen production II","HYDROGEN-DEHYDROGENASE-RXN","m2582580556_116_15",100
"m2582580556","PWY-6758","hydrogen production II","HYDROGEN-DEHYDROGENASE-RXN","m2582580556_116_17",100
"m2582580556","PWY-6758","hydrogen production II","HYDROGEN-DEHYDROGENASE-RXN","m2582580556_116_14",100
"m2582580556","ASPARTATESYN-PWY","L-aspartate biosynthesis","ASPAMINOTRANS-RXN","m2582580556_200_6",100
"m2582580556","ASPARTATESYN-PWY","L-aspartate biosynthesis","ASPAMINOTRANS-RXN","m2582580556_29_1",100
"m2582580556","ASPARTATESYN-PWY","L-aspartate biosynthesis","ASPAMINOTRANS-RXN","m2582580556_218_2",100
"m2582580556","PWY-5188","tetrapyrrole biosynthesis I (from glutamate)","OHMETHYLBILANESYN-RXN","m2582580556_200_0",83.3333333333333
"m2582580556","PWY-5188","tetrapyrrole biosynthesis I (from glutamate)","GLUTRNAREDUCT-RXN","m2582580556_80_24",83.3333333333333
"m2582580556","PWY-5188","tetrapyrrole biosynthesis I (from glutamate)","PORPHOBILSYNTH-RXN","m2582580556_172_7",83.3333333333333
"m2582580556","PWY-5188","tetrapyrrole biosynthesis I (from glutamate)","GLUTRNAREDUCT-RXN","m2582580556_258_1",83.3333333333333
"m2582580556","PWY-5188","tetrapyrrole biosynthesis I (from glutamate)","GSAAMINOTRANS-RXN","m2582580556_266_0",83.3333333333333
"m2582580556","PWY-5188","tetrapyrrole biosynthesis I (from glutamate)","UROGENIIISYN-RXN","m2582580556_284_2",83.3333333333333
"m2582580556","PWY-5188","tetrapyrrole biosynthesis I (from glutamate)","UROGENIIISYN-RXN","m2582580556_284_3",83.3333333333333
"m2582580556","PWY-5143","long-chain fatty acid activation","RXN-7904","m2582580556_17_5",100
"m2582580556","PWY-5143","long-chain fatty acid activation","RXN-7904","m2582580556_28_20",100
"m2582580556","PWY-5143","long-chain fatty acid activation","RXN-7904","m2582580556_209_2",100
"m2582580556","PWY-5143","long-chain fatty acid activation","RXN-7904","m2582580556_127_14",100
"m2582580556","PWY-5143","long-chain fatty acid activation","RXN-7904","m2582580556_143_22",100
"m2582580556","PWY-5143","long-chain fatty acid activation","RXN-7904","m2582580556_11_1",100
"m2582580556","PWY-5143","long-chain fatty acid activation","RXN-7904","m2582580556_216_8",100
"m2582580556","PWY-5143","long-chain fatty acid activation","RXN-7904","m2582580556_236_13",100
"m2582580556","PWY-5143","long-chain fatty acid activation","RXN-7904","m2582580556_195_7",100
