SAMPLE	PWY_NAME	PWY_COMMON_NAME	NUM_REACTIONS	NUM_COVERED_REACTIONS	ORF_COUNT
m2582580546	PANTO-PWY	phosphopantothenate biosynthesis I	4	3	3
m2582580546	PWY-6303	methyl indole-3-acetate interconversion	2	1	1
m2582580546	PWY-4984	urea cycle	5	4	6
m2582580546	PHESYN	L-phenylalanine biosynthesis I	3	2	2
m2582580546	ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	9	8	11
m2582580546	PWY-5514	UDP-N-acetyl-D-galactosamine biosynthesis II	7	3	5
m2582580546	PWY-5886	4-hydroxyphenylpyruvate biosynthesis	1	1	1
m2582580546	UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	5	4	5
m2582580546	NAGLIPASYN-PWY	lipid IVA biosynthesis	6	5	6
m2582580546	TCA	TCA cycle I (prokaryotic)	10	9	13
m2582580546	PWY-5	canavanine biosynthesis	4	3	3
m2582580546	PWY-4081	glutathione-peroxide redox reactions	3	1	1
m2582580546	PWY-6638	sulfolactate degradation III	3	2	6
m2582580546	GLNSYN-PWY	L-glutamine biosynthesis I	1	1	1
m2582580546	PWY-7344	UDP-D-galactose biosynthesis	1	1	2
m2582580546	SERSYN-PWY	L-serine biosynthesis	3	2	3
m2582580546	GALDEG-PWY	D-galactose degradation II	2	1	1
m2582580546	PWY-5097	L-lysine biosynthesis VI	7	6	7
m2582580546	PWY-6499	D-glucarate degradation II	3	3	6
m2582580546	PWY0-1299	arginine dependent acid resistance	1	1	1
m2582580546	P562-PWY	myo-inositol degradation I	7	1	5
m2582580546	PWY-7134	rutin degradation (plants)	3	1	1
m2582580546	PWY-7158	L-phenylalanine degradation V	3	2	2
m2582580546	PWY-6952	glycerophosphodiester degradation	2	1	1
m2582580546	PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	7	4	3
m2582580546	PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	4	3	2
m2582580546	SOPHOROSYLOXYDOCOSANOATE-DEG-PWY	sophorosyloxydocosanoate deacetylation	2	2	1
m2582580546	PWY0-1261	anhydromuropeptides recycling	10	4	5
m2582580546	PWY-5686	UMP biosynthesis	6	4	6
m2582580546	PWY66-21	ethanol degradation II	3	2	3
m2582580546	PWY0-1313	acetate conversion to acetyl-CoA	1	1	1
m2582580546	PWY-2301	myo-inositol biosynthesis	2	1	1
m2582580546	PWY-6363	"D-myo-inositol (1,4,5)-trisphosphate degradation"	3	1	1
m2582580546	PWY-1861	formaldehyde assimilation II (RuMP Cycle)	9	6	6
m2582580546	MALATE-ASPARTATE-SHUTTLE-PWY	L-aspartate degradation II	2	2	7
m2582580546	ASPARTATE-DEG1-PWY	L-aspartate degradation I	1	1	5
m2582580546	HOMOSER-THRESYN-PWY	L-threonine biosynthesis	2	1	1
m2582580546	NONMEVIPP-PWY	methylerythritol phosphate pathway I	9	3	4
m2582580546	PWY-5669	phosphatidylethanolamine biosynthesis I	2	1	1
m2582580546	PWY-6164	3-dehydroquinate biosynthesis I	2	2	3
m2582580546	TRPSYN-PWY	L-tryptophan biosynthesis	6	5	6
m2582580546	KDOSYN-PWY	Kdo transfer to lipid IVA I	2	1	1
m2582580546	GLUTORN-PWY	L-ornithine biosynthesis I	5	4	5
m2582580546	PWY-5783	octaprenyl diphosphate biosynthesis	1	1	1
m2582580546	PWY-6019	pseudouridine degradation	2	1	2
m2582580546	PWY-6559	spermidine biosynthesis II	4	3	3
m2582580546	PWY-4381	fatty acid biosynthesis initiation I	3	3	6
m2582580546	PWY-6562	norspermidine biosynthesis	6	4	4
m2582580546	PWY-7388	"octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	9	5	9
m2582580546	PWY-7176	UTP and CTP de novo biosynthesis	3	3	4
m2582580546	HOMOSERSYN-PWY	L-homoserine biosynthesis	3	3	3
m2582580546	PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	8	3	3
m2582580546	PWY-5785	"di-trans,poly-cis-undecaprenyl phosphate biosynthesis"	2	1	1
m2582580546	PWY0-662	PRPP biosynthesis I	1	1	1
m2582580546	PWY-6124	inosine-5-phosphate biosynthesis II	5	3	5
m2582580546	PWY-7185	UTP and CTP dephosphorylation I	5	3	2
m2582580546	PWY0-461	L-lysine degradation I	1	1	1
m2582580546	PWY-6611	adenine and adenosine salvage V	3	1	1
m2582580546	SALVADEHYPOX-PWY	adenosine nucleotides degradation II	5	2	2
m2582580546	PWY-7039	"phosphatidate metabolism, as a signaling molecule"	5	1	1
m2582580546	PWY-702	L-methionine biosynthesis II	6	1	2
m2582580546	PWY-5989	stearate biosynthesis II (bacteria and plants)	6	4	6
m2582580546	PWY-5344	L-homocysteine biosynthesis	2	2	2
m2582580546	PWY-5971	palmitate biosynthesis II (bacteria and plants)	31	22	6
m2582580546	PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	9	5	4
m2582580546	PWY-7206	pyrimidine deoxyribonucleotides dephosphorylation	3	0	1
m2582580546	PWY-5143	long-chain fatty acid activation	1	1	1
m2582580546	PWY-6000	gamma-linolenate biosynthesis II (animals)	2	1	1
m2582580546	PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	8	5	4
m2582580546	PWY-5901	"2,3-dihydroxybenzoate biosynthesis"	3	1	1
m2582580546	ARGDEG-III-PWY	L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)	3	3	5
m2582580546	PWY-43	putrescine biosynthesis II	3	3	5
m2582580546	PWY-7221	guanosine ribonucleotides de novo biosynthesis	4	3	3
m2582580546	GALACTITOLCAT-PWY	galactitol degradation	4	1	2
m2582580546	GLYSYN-PWY	glycine biosynthesis I	1	1	1
m2582580546	PWYQT-4429	CO2 fixation into oxaloacetate (anaplerotic)	2	2	3
m2582580546	PWY-7115	"C4 photosynthetic carbon assimilation cycle, NAD-ME type"	9	6	11
m2582580546	ASPARTATESYN-PWY	L-aspartate biosynthesis	1	1	5
m2582580546	GLUTSYN-PWY	L-glutamate biosynthesis I	1	1	2
m2582580546	PWY-5176	coumarin biosynthesis (via 2-coumarate)	5	1	1
m2582580546	GLUTAMINEFUM-PWY	L-glutamine degradation II	1	1	2
m2582580547	PWY-6654	phosphopantothenate biosynthesis III	4	2	2
m2582580547	PWY-5844	menaquinol-9 biosynthesis	1	1	3
m2582580547	MENAQUINONESYN-PWY	menaquinol-8 biosynthesis	1	1	3
m2582580547	HEMESYN2-PWY	heme biosynthesis II (anaerobic)	4	2	5
m2582580547	PWY66-375	leukotriene biosynthesis	6	2	2
m2582580547	PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	5	4	5
m2582580547	PWY-5921	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation	2	1	1
m2582580547	PWY-2301	myo-inositol biosynthesis	2	1	1
m2582580547	PWY-2781	cis-zeatin biosynthesis	5	1	1
m2582580547	GALACTCAT-PWY	D-galactonate degradation	3	1	1
m2582580547	PWY-4261	glycerol degradation I	2	1	1
m2582580547	PWY-5	canavanine biosynthesis	4	1	1
m2582580547	PWY-6614	tetrahydrofolate biosynthesis	3	1	1
m2582580547	PWY-5669	phosphatidylethanolamine biosynthesis I	2	2	2
m2582580547	PWY-5686	UMP biosynthesis	6	3	4
m2582580547	PWY-6700	queuosine biosynthesis	4	2	2
m2582580547	PWY-2161	folate polyglutamylation	5	3	1
m2582580547	PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	8	3	3
m2582580547	PWY-4984	urea cycle	5	2	3
m2582580547	ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	7	4	4
m2582580547	HISTSYN-PWY	L-histidine biosynthesis	10	4	4
m2582580547	PWY0-1264	biotin-carboxyl carrier protein assembly	4	1	2
m2582580547	CYSTSYN-PWY	L-cysteine biosynthesis I	2	2	2
m2582580547	PWY-6936	seleno-amino acid biosynthesis	5	3	3
m2582580547	FASYN-ELONG-PWY	fatty acid elongation -- saturated	5	2	5
m2582580547	PWY-7420	monoacylglycerol metabolism (yeast)	4	2	1
m2582580547	ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	9	7	8
m2582580547	NAGLIPASYN-PWY	lipid IVA biosynthesis	6	3	3
m2582580547	PWY-6012-1	acyl carrier protein activation	1	1	1
m2582580547	THIOREDOX-PWY	thioredoxin pathway	2	1	1
m2582580547	PWY-6599	guanine and guanosine salvage II	2	1	1
m2582580547	PWY-6620	guanine and guanosine salvage	2	1	1
m2582580547	KDO-LIPASYN-PWY	(Kdo)2-lipid A biosynthesis I	2	1	1
m2582580547	PWY0-461	L-lysine degradation I	1	1	1
m2582580547	PWY-7176	UTP and CTP de novo biosynthesis	3	2	2
m2582580547	PWY-6461	peptidoglycan cross-bridge biosynthesis II (E. faecium)	2	1	2
m2582580547	PWY-5084	2-oxoglutarate decarboxylation to succinyl-CoA	3	3	1
m2582580547	AST-PWY	L-arginine degradation II (AST pathway)	5	1	1
m2582580547	GLYCLEAV-PWY	glycine cleavage	3	2	2
m2582580547	PWY-7214	baicalein degradation (hydrogen peroxide detoxification)	2	1	1
m2582580547	PWY-6788	cellulose degradation II (fungi)	3	1	1
m2582580547	THREONINE-DEG2-PWY	L-threonine degradation II	2	2	3
m2582580547	PWY-5514	UDP-N-acetyl-D-galactosamine biosynthesis II	7	3	4
m2582580547	PWY-7445	luteolin triglucuronide degradation	4	1	1
m2582580547	NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)	5	5	6
m2582580547	PWY-5989	stearate biosynthesis II (bacteria and plants)	6	2	6
m2582580547	PWY0-662	PRPP biosynthesis I	1	1	2
m2582580547	NADPHOS-DEPHOS-PWY	NAD phosphorylation and dephosphorylation	3	2	2
m2582580547	OXIDATIVEPENT-PWY	pentose phosphate pathway (oxidative branch)	3	3	5
m2582580547	PWY-6737	starch degradation V	4	3	3
m2582580547	PWY-5971	palmitate biosynthesis II (bacteria and plants)	31	9	6
m2582580547	PWY-7238	sucrose biosynthesis II	8	5	6
m2582580547	BGALACT-PWY	lactose degradation III	1	1	1
m2582580547	PWY-5461	betanidin degradation	1	1	1
m2582580547	PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	7	2	2
m2582580547	PWY-5963	thio-molybdenum cofactor biosynthesis	1	1	1
m2582580547	PWY-5941	glycogen degradation II	6	4	3
m2582580547	PWY66-422	D-galactose degradation V (Leloir pathway)	5	2	3
m2582580547	PWY-5344	L-homocysteine biosynthesis	2	1	1
m2582580547	PWY-6422	D-arginine degradation	3	1	1
m2582580547	PWY-5350	thiosulfate disproportionation III (rhodanese)	1	1	2
m2582580547	ALADEG-PWY	L-alanine degradation I	2	1	1
m2582580547	PWY-7242	D-fructuronate degradation	4	2	2
m2582580547	PWY-5122	geranyl diphosphate biosynthesis	1	1	1
m2582580547	PWY-5132	humulone biosynthesis	4	2	1
m2582580547	PWY66-387	fatty acid alpha-oxidation II	6	3	4
m2582580547	PWY-7644	heparin degradation	5	1	1
m2582580547	PWY-901	methylglyoxal degradation II	2	1	1
m2582580547	PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	9	2	3
m2582580547	PWY-5143	long-chain fatty acid activation	1	1	1
m2582580547	LCYSDEG-PWY	L-cysteine degradation II	3	1	1
m2582580547	PWY-6613	"tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate"	2	2	2
m2582580547	PWY-6000	gamma-linolenate biosynthesis II (animals)	2	1	1
m2582580547	PWY0-1313	acetate conversion to acetyl-CoA	1	1	1
m2582580547	PWY66-366	flavin biosynthesis IV (mammalian)	2	2	1
m2582580547	PWY-7206	pyrimidine deoxyribonucleotides dephosphorylation	3	0	1
m2582580547	HOMOSER-THRESYN-PWY	L-threonine biosynthesis	2	1	1
m2582580547	VALSYN-PWY	L-valine biosynthesis	4	4	4
m2582580547	PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	4	2	2
m2582580547	ASPARTATESYN-PWY	L-aspartate biosynthesis	1	1	1
m2582580547	PWY-7219	adenosine ribonucleotides de novo biosynthesis	4	3	8
m2582580547	PWY-5123	"trans, trans-farnesyl diphosphate biosynthesis"	3	2	1
m2582580547	P562-PWY	myo-inositol degradation I	7	1	1
m2582580547	PWY-5120	geranylgeranyl diphosphate biosynthesis	1	1	1
m2582580547	PWY0-541	cyclopropane fatty acid (CFA) biosynthesis	1	1	1
m2582580547	PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	6	4	4
m2582580547	PWY1-2	L-alanine degradation IV	1	1	1
m2582580547	PWY-6124	inosine-5-phosphate biosynthesis II	5	3	3
m2582580547	XYLCAT-PWY	xylose degradation I	2	1	11
m2582580547	GLUTORN-PWY	L-ornithine biosynthesis I	5	5	6
m2582580547	PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	6	3	3
m2582580547	ASPARAGINE-BIOSYNTHESIS	L-asparagine biosynthesis I	1	1	2
m2582580547	PWY0-1479	tRNA processing	10	4	2
m2582580547	CRNFORCAT-PWY	creatinine degradation I	4	1	4
m2582580547	GLUTAMINDEG-PWY	L-glutamine degradation I	1	1	5
m2582580547	LEUSYN-PWY	L-leucine biosynthesis	6	5	4
m2582580547	PWY-4841	UDP-alpha-D-glucuronate biosynthesis (from myo-inositol)	3	1	1
m2582580547	PWY-6268	adenosylcobalamin salvage from cobalamin	1	1	1
m2582580547	GLUAMCAT-PWY	N-acetylglucosamine degradation I	2	2	3
m2582580547	SERSYN-PWY	L-serine biosynthesis	3	1	1
m2582580547	PWY-5087	L-glutamate degradation VI (to pyruvate)	4	1	1
m2582580547	PWY0-1021	L-alanine biosynthesis III	1	1	2
m2582580547	PWY-7250	[2Fe-2S] iron-sulfur cluster biosynthesis	10	4	2
m2582580547	GLUTATHIONESYN-PWY	glutathione biosynthesis	2	1	1
m2582580547	PWY-6163	chorismate biosynthesis from 3-dehydroquinate	6	4	3
m2582580547	PWY-6795	"diacylglyceryl-N,N,N-trimethylhomoserine biosynthesis"	2	1	1
m2582580547	ARGASEDEG-PWY	L-arginine degradation I (arginase pathway)	3	2	2
m2582580547	PWY-6938	NADH repair	4	1	1
m2582580547	HOMOSERSYN-PWY	L-homoserine biosynthesis	3	2	2
m2582580547	PWY-5097	L-lysine biosynthesis VI	7	3	4
m2582580547	RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	9	5	3
m2582580547	PWY-6543	4-aminobenzoate biosynthesis	2	1	1
m2582580547	PWY-6030	serotonin and melatonin biosynthesis	4	1	1
m2582580547	PWY-5890	menaquinol-10 biosynthesis	2	1	3
m2582580547	PWY0-1477	ethanolamine utilization	1	1	1
m2582580547	PWY-7221	guanosine ribonucleotides de novo biosynthesis	4	2	2
m2582580547	PWY-5891	menaquinol-11 biosynthesis	2	1	3
m2582580547	PWY-5839	menaquinol-7 biosynthesis	2	1	3
m2582580547	ASPARTATE-DEG1-PWY	L-aspartate degradation I	1	1	1
m2582580547	PWY-5849	menaquinol-6 biosynthesis	1	1	3
m2582580547	GLNSYN-PWY	L-glutamine biosynthesis I	1	1	2
m2582580547	PWY-5895	menaquinol-13 biosynthesis	2	1	3
m2582580547	PWY-7560	methylerythritol phosphate pathway II	9	4	4
m2582580547	PWY3DJ-35471	L-ascorbate biosynthesis IV	6	1	2
m2582580547	PWY-7343	UDP-glucose biosynthesis	2	2	3
m2582580547	PWY-7205	CMP phosphorylation	2	1	1
m2582580547	PWY-7247	beta-D-glucuronide and D-glucuronate degradation	3	1	1
m2582580547	PWY-5892	menaquinol-12 biosynthesis	2	1	3
m2582580547	CATECHOL-ORTHO-CLEAVAGE-PWY	catechol degradation to beta-ketoadipate	4	1	1
m2582580547	ASPARAGINE-DEG1-PWY	L-asparagine degradation I	1	1	1
m2582580547	PWY-3781	aerobic respiration I (cytochrome c)	4	4	10
m2582580547	TRNA-CHARGING-PWY	tRNA charging	21	14	15
m2582580548	ASPARTATE-DEG1-PWY	L-aspartate degradation I	1	1	4
m2582580548	PWY-7269	NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	5	2	2
m2582580548	PWY-4081	glutathione-peroxide redox reactions	3	1	2
m2582580548	GLUTORN-PWY	L-ornithine biosynthesis I	5	2	2
m2582580548	PWY-5138	"unsaturated, even numbered fatty acid beta-oxidation"	6	2	5
m2582580548	PWY0-901	L-selenocysteine biosynthesis I (bacteria)	3	2	2
m2582580548	PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	5	5	8
m2582580548	PWY-7340	"9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)"	10	2	1
m2582580548	PWY-5654	2-amino-3-carboxymuconate semialdehyde degradation to 2-oxopentenoate	4	2	2
m2582580548	PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	5	5	7
m2582580548	PWY-7344	UDP-D-galactose biosynthesis	1	1	2
m2582580548	PWY-7179	purine deoxyribonucleosides degradation I	4	3	3
m2582580548	PWY-5143	long-chain fatty acid activation	1	1	1
m2582580548	PYRIDOXSYN-PWY	pyridoxal 5-phosphate biosynthesis I	8	5	5
m2582580548	PWY-7180	2-deoxy-alpha-D-ribose 1-phosphate degradation	3	1	1
m2582580548	PWY-6932	selenate reduction	5	1	3
m2582580548	PWY-2221	Entner-Doudoroff pathway III (semi-phosphorylative)	9	4	4
m2582580548	PWY-7206	pyrimidine deoxyribonucleotides dephosphorylation	3	1	3
m2582580548	PWY-5785	"di-trans,poly-cis-undecaprenyl phosphate biosynthesis"	2	2	2
m2582580548	PWY-6268	adenosylcobalamin salvage from cobalamin	1	1	1
m2582580548	PWY-6609	adenine and adenosine salvage III	4	4	5
m2582580548	TCA	TCA cycle I (prokaryotic)	10	8	12
m2582580548	PWY0-1241	ADP-L-glycero-beta-D-manno-heptose biosynthesis	5	3	4
m2582580548	PWY-6435	4-hydroxybenzoate biosynthesis V	5	2	6
m2582580548	GLUTAMINDEG-PWY	L-glutamine degradation I	1	1	7
m2582580548	HISDEG-PWY	L-histidine degradation I	4	3	3
m2582580548	PWY-5177	glutaryl-CoA degradation	5	2	6
m2582580548	GLYSYN-PWY	glycine biosynthesis I	1	1	1
m2582580548	LEU-DEG2-PWY	L-leucine degradation I	6	3	3
m2582580548	KDOSYN-PWY	Kdo transfer to lipid IVA I	2	1	1
m2582580548	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	protocatechuate degradation II (ortho-cleavage pathway)	4	1	1
m2582580548	UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	5	3	3
m2582580548	PWY-6614	tetrahydrofolate biosynthesis	3	3	4
m2582580548	PPGPPMET-PWY	ppGpp biosynthesis	6	2	1
m2582580548	PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	9	5	6
m2582580548	PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	8	8	9
m2582580548	PWY-6318	"L-phenylalanine degradation IV (mammalian, via side chain)"	9	2	5
m2582580548	PWY-6620	guanine and guanosine salvage	2	2	4
m2582580548	PWY-7221	guanosine ribonucleotides de novo biosynthesis	4	3	3
m2582580548	PWY-7560	methylerythritol phosphate pathway II	9	7	7
m2582580548	TYRFUMCAT-PWY	L-tyrosine degradation I	5	3	3
m2582580548	PWY-0	putrescine degradation III	4	1	1
m2582580548	HOMOCYSDEGR-PWY	L-cysteine biosynthesis III (from L-homocysteine)	4	2	2
m2582580548	PWY-5905	hypusine biosynthesis	5	4	1
m2582580548	GLUCONEO-PWY	gluconeogenesis I	13	10	10
m2582580548	DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	4	4	9
m2582580548	PWY-7606	"docosahexaenoate biosynthesis III (6-desaturase, mammals)"	14	3	7
m2582580548	PWY-6543	4-aminobenzoate biosynthesis	2	1	1
m2582580548	PWY-901	methylglyoxal degradation II	2	1	1
m2582580548	PWY-6461	peptidoglycan cross-bridge biosynthesis II (E. faecium)	2	1	2
m2582580548	PWY-7589	palmitoleate biosynthesis III (cyanobacteria)	2	1	1
m2582580548	1CMET2-PWY	N<sup>10</sup>-formyl-tetrahydrofolate biosynthesis	9	6	7
m2582580548	TRNA-CHARGING-PWY	tRNA charging	21	20	20
m2582580548	PWY-5652	2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA	4	2	2
m2582580548	PWY490-4	L-asparagine biosynthesis III (tRNA-dependent)	3	2	4
m2582580548	PWY0-662	PRPP biosynthesis I	1	1	1
m2582580548	PWY-5651	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	5	4	6
m2582580548	PWY-7417	"phospholipid remodeling (phosphatidate, yeast)"	2	1	1
m2582580548	GLUTAMATE-DEG1-PWY	L-glutamate degradation I	1	1	1
m2582580548	ASPARAGINE-BIOSYNTHESIS	L-asparagine biosynthesis I	1	1	2
m2582580548	P562-PWY	myo-inositol degradation I	7	1	1
m2582580548	PWY0-1313	acetate conversion to acetyl-CoA	1	1	1
m2582580548	PWY-7199	pyrimidine deoxyribonucleosides salvage	5	3	2
m2582580548	NONMEVIPP-PWY	methylerythritol phosphate pathway I	9	7	7
m2582580548	DAPLYSINESYN-PWY	L-lysine biosynthesis I	9	5	5
m2582580548	PWY-4984	urea cycle	5	2	4
m2582580548	PWY-6731	starch degradation III	4	1	1
m2582580548	PWY-2941	L-lysine biosynthesis II	9	6	6
m2582580548	PWY-7185	UTP and CTP dephosphorylation I	5	3	4
m2582580548	PWY-7346	UDP-alpha-D-glucuronate biosynthesis (from UDP-glucose)	1	1	2
m2582580548	PROPIONMET-PWY	propanoyl CoA degradation I	3	3	6
m2582580548	P261-PWY	coenzyme M biosynthesis I	7	2	2
m2582580548	PWY-2781	cis-zeatin biosynthesis	5	1	1
m2582580548	PWY-7049	"icosapentaenoate biosynthesis II (6-desaturase, mammals)"	7	2	2
m2582580548	PWY-6124	inosine-5-phosphate biosynthesis II	5	4	5
m2582580548	PWY-6708	ubiquinol-8 biosynthesis (prokaryotic)	8	3	2
m2582580548	PWY-31	canavanine degradation	2	1	1
m2582580548	GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	4	3	3
m2582580548	SAM-PWY	S-adenosyl-L-methionine biosynthesis	1	1	1
m2582580548	PWY-6613	"tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate"	2	1	1
m2582580548	PWY-5344	L-homocysteine biosynthesis	2	1	1
m2582580548	PANTO-PWY	phosphopantothenate biosynthesis I	4	2	2
m2582580548	PWY-5921	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation	2	1	3
m2582580548	PWY0-1261	anhydromuropeptides recycling	10	4	4
m2582580548	PWY0-1021	L-alanine biosynthesis III	1	1	6
m2582580548	REDCITCYC	TCA cycle VIII (helicobacter)	9	7	10
m2582580548	PWY-7726	"(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate biosynthesis (6-desaturase)"	13	3	7
m2582580548	PWY-6700	queuosine biosynthesis	4	2	3
m2582580548	PWY-5783	octaprenyl diphosphate biosynthesis	1	1	2
m2582580548	SERSYN-PWY	L-serine biosynthesis	3	2	2
m2582580548	PWY-7250	[2Fe-2S] iron-sulfur cluster biosynthesis	10	4	6
m2582580548	PWY-6610	adenine salvage	3	2	2
m2582580548	PWY-5084	2-oxoglutarate decarboxylation to succinyl-CoA	3	3	5
m2582580548	PWY0-1264	biotin-carboxyl carrier protein assembly	4	3	3
m2582580548	PYRUVDEHYD-PWY	pyruvate decarboxylation to acetyl CoA	3	3	5
m2582580548	PWY0-1299	arginine dependent acid resistance	1	1	1
m2582580548	PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	6	3	3
m2582580548	LYSINE-DEG1-PWY	L-lysine degradation XI (mammalian)	5	2	2
m2582580548	THREONINE-DEG2-PWY	L-threonine degradation II	2	2	4
m2582580548	GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	12	11	10
m2582580548	PWY-5155	beta-alanine biosynthesis III	1	1	1
m2582580548	PWY-2301	myo-inositol biosynthesis	2	1	1
m2582580548	MENAQUINONESYN-PWY	menaquinol-8 biosynthesis	1	1	1
m2582580548	PWY-6019	pseudouridine degradation	2	1	5
m2582580548	PWY-5844	menaquinol-9 biosynthesis	1	1	1
m2582580548	PWY-6363	"D-myo-inositol (1,4,5)-trisphosphate degradation"	3	1	1
m2582580548	PWY-5892	menaquinol-12 biosynthesis	2	1	1
m2582580548	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	4	2	1
m2582580548	HEMESYN2-PWY	heme biosynthesis II (anaerobic)	4	1	2
m2582580548	LCYSDEG-PWY	L-cysteine degradation II	3	1	1
m2582580548	PWY-5895	menaquinol-13 biosynthesis	2	1	1
m2582580548	PWY-5996	oleate biosynthesis II (animals and fungi)	2	1	2
m2582580548	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	4	2	1
m2582580548	PWY-6164	3-dehydroquinate biosynthesis I	2	1	2
m2582580548	PWY-6000	gamma-linolenate biosynthesis II (animals)	2	2	2
m2582580548	GLYCLEAV-PWY	glycine cleavage	3	3	4
m2582580548	PWY-5849	menaquinol-6 biosynthesis	1	1	1
m2582580548	PWY-5686	UMP biosynthesis	6	5	9
m2582580548	PWY-5839	menaquinol-7 biosynthesis	2	1	1
m2582580548	PWY-5669	phosphatidylethanolamine biosynthesis I	2	1	2
m2582580548	PWY0-1507	biotin biosynthesis from 8-amino-7-oxononanoate I	3	2	2
m2582580548	PWY0-823	L-arginine degradation III (arginine decarboxylase/agmatinase pathway)	2	2	2
m2582580548	PWY-5891	menaquinol-11 biosynthesis	2	1	1
m2582580548	PWY-40	putrescine biosynthesis I	2	2	2
